CustomerID,Count,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason
4909-JOUPP,1,United States,California,Tahoma,96142,"39.061227, -120.179546",39.06122589111328,-120.1795425415039,Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,No,0,32,4319,
4910-AQFFX,1,United States,California,Soulsbyville,95372,"37.990574, -120.261821",37.99057388305664,-120.2618179321289,Male,No,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,661.25,Yes,1,93,4533,Network reliability
4910-GMJOT,1,United States,California,San Francisco,94129,"37.797526, -122.464531",37.79752731323242,-122.46453094482422,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,Yes,1,96,4033,Don't know
4911-BANWH,1,United States,California,Sunland,91040,"34.282704, -118.312929",34.2827033996582,-118.31292724609375,Female,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.55,2697.4,Yes,1,74,4198,Attitude of support person
4912-PIGUY,1,United States,California,Perris,92571,"33.828289, -117.201666",33.82828903198242,-117.20166778564453,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.6,84.6,No,0,46,2196,
4913-EHYUI,1,United States,California,Alpaugh,93201,"35.869626, -119.498771",35.869625091552734,-119.49877166748047,Male,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,Yes,1,91,6268,Competitor offered higher download speeds
4915-BFSXL,1,United States,California,Mount Hermon,95041,"37.051166, -122.056194",37.05116653442383,-122.05619049072266,Male,No,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),68.95,4858.7,No,0,60,4858,
4918-FYJNT,1,United States,California,Los Angeles,90063,"34.044271, -118.185237",34.04426956176758,-118.18523406982422,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.45,5044.8,No,0,42,5140,
4918-QLLIW,1,United States,California,Santa Monica,90405,"34.005439, -118.477507",34.00543975830078,-118.47750854492188,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,Yes,1,65,2755,Don't know
4919-IKATY,1,United States,California,Joshua Tree,92252,"34.167236, -116.281511",34.167236328125,-116.28150939941406,Male,No,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.5,453.75,Yes,1,98,5141,Don't know
4919-MOAVT,1,United States,California,Pasadena,91103,"34.167465, -118.165327",34.16746520996094,-118.16532897949219,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,220.1,Yes,1,84,2421,Competitor offered higher download speeds
4922-CVPDX,1,United States,California,Westminster,92683,"33.752591, -117.993661",33.75259017944336,-117.99365997314453,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.5,1905.7,No,0,67,3596,
4923-ADWXJ,1,United States,California,Igo,96047,"40.524535, -122.647172",40.5245361328125,-122.64717102050781,Female,No,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No,0,66,3962,
4925-LMHOK,1,United States,California,Stockton,95212,"38.049457, -121.21653",38.04945755004883,-121.2165298461914,Male,No,No,No,15,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),58.6,939.7,Yes,1,97,2003,Service dissatisfaction
4926-UMJZD,1,United States,California,Mt Baldy,91759,"34.231318, -117.662032",34.231319427490234,-117.66203308105469,Female,No,Yes,No,31,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.2,1498.55,No,0,52,2157,
4927-WWOOZ,1,United States,California,Pacific Grove,93950,"36.618337, -121.926417",36.61833572387695,-121.9264144897461,Male,No,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,No,0,32,4889,
4929-BSTRX,1,United States,California,Oxnard,93030,"34.223244, -119.18012",34.223243713378906,-119.18012237548828,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,53.55,Yes,1,79,2326,Lack of affordable download/upload speed
4929-ROART,1,United States,California,Ukiah,95482,"39.134075, -123.23422",39.13407516479492,-123.23422241210938,Male,No,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,56.25,969.85,No,0,47,2277,
4929-XIHVW,1,United States,California,Los Angeles,90034,"34.030578, -118.399613",34.03057861328125,-118.39961242675781,Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,No,0,69,4449,
4931-TRZWN,1,United States,California,Hornbrook,96044,"41.962127, -122.527696",41.962127685546875,-122.52769470214844,Female,No,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,No,0,67,3605,
4933-BSAIP,1,United States,California,Northridge,91324,"34.238208, -118.55029",34.23820877075195,-118.55029296875,Female,No,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,780.1,No,0,59,2056,
4933-IKULF,1,United States,California,Pinon Hills,92372,"34.459322, -117.629729",34.45932388305664,-117.62973022460938,Female,Yes,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,330.6,No,0,40,4086,
4936-YPJNK,1,United States,California,Rosamond,93560,"34.903052, -118.411251",34.903053283691406,-118.41124725341797,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,199.45,No,0,65,5811,
4937-QPZPO,1,United States,California,Snelling,95369,"37.521708, -120.426843",37.52170944213867,-120.42684173583984,Male,No,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,No,0,31,5641,
4939-KYYPY,1,United States,California,Coleville,96107,"38.42528, -119.475741",38.4252815246582,-119.47573852539062,Male,No,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45,1611.65,No,0,23,4818,
4940-KHCWD,1,United States,California,Downey,90240,"33.956228, -118.120993",33.95622634887695,-118.1209945678711,Female,No,Yes,No,60,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),37.7,2288.7,No,0,54,5148,
4942-VZZOM,1,United States,California,Tupman,93276,"35.316263, -119.402559",35.316261291503906,-119.40255737304688,Male,No,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),66.15,4392.5,No,0,25,4703,
4945-RVMTE,1,United States,California,Blocksburg,95514,"40.309088, -123.668201",40.30908966064453,-123.66819763183594,Female,No,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,No,0,37,3354,
4946-EDSEW,1,United States,California,Compton,90221,"33.885811, -118.206459",33.88581085205078,-118.20645904541016,Female,No,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,Yes,1,69,5638,Lack of affordable download/upload speed
4947-DSMXK,1,United States,California,Farmersville,93223,"36.29878, -119.201028",36.29877853393555,-119.2010269165039,Male,No,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,3410.0,No,0,39,5789,
4948-WBBKL,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.93142318725586,-121.94608306884766,Female,Yes,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2659.45,No,0,23,5041,
4950-BDEUX,1,United States,California,Apple Valley,92308,"34.424926, -117.184503",34.4249267578125,-117.18450164794922,Male,No,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,No,0,40,2782,
4950-HKQTE,1,United States,California,Morro Bay,93442,"35.369553, -120.763864",35.36955261230469,-120.76386260986328,Female,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,No,0,64,5676,
4951-UKAAQ,1,United States,California,Inglewood,90302,"33.975332, -118.355252",33.9753303527832,-118.35525512695312,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,Yes,1,72,5948,Network reliability
4952-YSOGZ,1,United States,California,Lompoc,93436,"34.601055, -120.382917",34.60105514526367,-120.38291931152344,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,Yes,1,74,5640,Competitor offered more data
4955-VCWBI,1,United States,California,Markleeville,96120,"38.735789, -119.85798",38.73579025268555,-119.85797882080078,Female,No,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,No,0,76,4882,
4957-SREEC,1,United States,California,Hayfork,96041,"40.547857, -123.187265",40.547855377197266,-123.18726348876953,Male,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,1458.1,No,0,69,5748,
4957-TIALW,1,United States,California,Corona,92880,"33.918043, -117.617809",33.91804122924805,-117.61780548095703,Female,No,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,1010.0,No,0,28,2976,
4957-TREIR,1,United States,California,Stratford,93266,"36.175255, -119.813805",36.175254821777344,-119.81380462646484,Male,No,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.4,195.65,No,0,20,5645,
4958-GZWIY,1,United States,California,North Palm Springs,92258,"33.906496, -116.569499",33.906494140625,-116.56949615478516,Male,No,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.7,340.25,Yes,1,98,2984,Don't know
4958-XCBDQ,1,United States,California,Victorville,92394,"34.567058, -117.362329",34.56705856323242,-117.3623275756836,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3496.3,Yes,1,92,3689,Competitor offered more data
4959-JOSRX,1,United States,California,La Puente,91744,"34.031441, -117.936436",34.03144073486328,-117.93643951416016,Female,No,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,Yes,1,99,4884,Lack of affordable download/upload speed
4962-CHQPW,1,United States,California,Greenville,95947,"40.160386, -120.835428",40.16038513183594,-120.8354263305664,Male,No,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,No,0,26,2941,
4967-WPNCF,1,United States,California,Huron,93234,"36.217864, -120.080117",36.217864990234375,-120.08011627197266,Male,No,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,4464.8,No,0,46,4921,
4971-PUYQO,1,United States,California,Campo,91906,"32.673483, -116.472863",32.673484802246094,-116.47286224365234,Female,No,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,Yes,1,89,4464,Don't know
4973-MGTON,1,United States,California,Topaz,96133,"38.636052, -119.489162",38.636051177978516,-119.4891586303711,Female,No,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,5969.3,No,0,21,5619,
4973-RLZVI,1,United States,California,Hornbrook,96044,"41.962127, -122.527696",41.962127685546875,-122.52769470214844,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.65,2308.6,No,0,59,5616,
4976-LNFVV,1,United States,California,Daly City,94015,"37.680844, -122.48131",37.680843353271484,-122.48130798339844,Male,Yes,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),34.3,577.15,No,0,20,4615,
4979-HPRFL,1,United States,California,Garden Grove,92841,"33.786738, -117.982564",33.786739349365234,-117.9825668334961,Male,No,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.15,1402.25,No,0,21,5137,
4980-URKXC,1,United States,California,Fort Irwin,92310,"35.349241, -116.770281",35.349239349365234,-116.77027893066406,Male,No,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,No,0,78,5744,
4981-FLTMF,1,United States,California,Springville,93265,"36.245926, -118.693138",36.24592590332031,-118.6931381225586,Female,No,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,3687.85,No,0,76,4491,
4983-CCWMC,1,United States,California,Creston,93432,"35.480896, -120.469476",35.48089599609375,-120.46947479248047,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.6,207.4,No,0,39,5487,
4983-CLMLV,1,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265869140625,-116.96722412109375,Female,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,No,0,63,4044,
4986-MXSFP,1,United States,California,San Leandro,94579,"37.687264, -122.15728",37.68726348876953,-122.15727996826172,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,40.9,No,0,39,2237,
4987-GQWPO,1,United States,California,Huntington Beach,92647,"33.723579, -118.005441",33.72357940673828,-118.00543975830078,Male,No,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.1,382.8,No,0,33,4580,
4988-IQIGL,1,United States,California,Canoga Park,91304,"34.224377, -118.632656",34.2243766784668,-118.63265228271484,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,1,92,4403,Lack of self-service on Website
4989-LIXVT,1,United States,California,Santa Monica,90404,"34.026334, -118.474222",34.02633285522461,-118.4742202758789,Male,Yes,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,6503.2,No,0,68,5080,
4990-ALDGW,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.05019760131836,-118.21094512939453,Male,No,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1118.8,No,0,60,6271,
4992-LTJNE,1,United States,California,Cantua Creek,93608,"36.488056, -120.407691",36.48805618286133,-120.4076919555664,Male,No,Yes,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),55.3,3983.6,No,0,64,6259,
4993-JCRGJ,1,United States,California,Holtville,92250,"32.811001, -115.152865",32.81100082397461,-115.15286254882812,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2281.6,No,0,66,5471,
4994-OBRSZ,1,United States,California,Weed,96094,"41.465121, -122.380947",41.46512222290039,-122.38094329833984,Male,No,No,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.1,1054.8,No,0,33,2045,
4998-IKFSE,1,United States,California,Phelan,92371,"34.441123, -117.537886",34.441123962402344,-117.53788757324219,Female,No,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.45,3096.9,No,0,32,3936,
4999-IEZLT,1,United States,California,Susanville,96130,"40.559177, -120.612113",40.55917739868164,-120.61211395263672,Male,No,No,No,66,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,1983.15,No,0,55,5112,
5002-GCQFH,1,United States,California,Hercules,94547,"37.991259, -122.214945",37.99126052856445,-122.2149429321289,Male,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,No,0,62,5698,
5003-OKNNK,1,United States,California,Hoopa,95546,"41.163637, -123.704841",41.16363525390625,-123.70484161376953,Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,335.95,No,0,68,3205,
5003-XZWWO,1,United States,California,Capistrano Beach,92624,"33.458754, -117.665104",33.45875549316406,-117.66510772705078,Male,No,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.2,5956.85,No,0,33,4753,
5006-MXVRN,1,United States,California,Keyes,95328,"37.555631, -120.911653",37.55562973022461,-120.91165161132812,Female,No,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.7,762.45,No,0,45,3733,
5010-IPEAQ,1,United States,California,Escalon,95320,"37.818543, -121.006907",37.81854248046875,-121.00690460205078,Female,No,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),54.2,3623.95,No,0,58,5261,
5012-YSPJJ,1,United States,California,Nubieber,96068,"41.082472, -121.195215",41.08247375488281,-121.1952133178711,Male,No,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.35,1647.0,No,0,41,3615,
5013-SBUIH,1,United States,California,Stockton,95202,"37.959706, -121.287669",37.9597053527832,-121.28766632080078,Female,No,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,109.65,5551.15,Yes,1,84,5855,Competitor had better devices
5014-GSOUQ,1,United States,California,Grass Valley,95945,"39.194539, -120.988066",39.19453811645508,-120.98806762695312,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,243.65,No,0,63,2884,
5014-WUQMG,1,United States,California,Hornbrook,96044,"41.962127, -122.527696",41.962127685546875,-122.52769470214844,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,No,0,68,5793,
5016-ETTFF,1,United States,California,Los Angeles,90016,"34.028331, -118.354338",34.0283317565918,-118.35433959960938,Male,No,No,No,10,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,Yes,1,69,3797,Service dissatisfaction
5016-IBERQ,1,United States,California,Simi Valley,93063,"34.296813, -118.685703",34.29681396484375,-118.68569946289062,Male,No,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,84.25,1968.1,No,0,33,2781,
5016-LIPDW,1,United States,California,Stanford,94305,"37.424342, -122.165641",37.42434310913086,-122.16564178466797,Male,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,1061.6,No,0,53,4194,
5018-GWURO,1,United States,California,Novato,94949,"38.067204, -122.524004",38.067203521728516,-122.52400207519531,Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,No,0,20,6483,
5018-HEKFO,1,United States,California,Rowland Heights,91748,"33.976753, -117.897367",33.97675323486328,-117.89736938476562,Female,No,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,270.15,No,0,78,5594,
5018-LXQQG,1,United States,California,Torrance,90505,"33.807882, -118.347957",33.80788040161133,-118.34795379638672,Female,No,Yes,Yes,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No,0,80,4631,
5019-GQVCR,1,United States,California,Westlake Village,91361,"34.130992, -118.894673",34.1309928894043,-118.8946762084961,Male,Yes,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,3645.6,No,0,56,4556,
5020-ZSTTY,1,United States,California,El Cajon,92020,"32.79697, -116.969082",32.79697036743164,-116.96908569335938,Female,Yes,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Yes,1,83,4149,Long distance charges
5022-JNQEQ,1,United States,California,Esparto,95627,"38.834469, -122.127193",38.834468841552734,-122.12718963623047,Female,No,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.85,647.5,No,0,51,4843,
5022-KVDQT,1,United States,California,Woodland Hills,91364,"34.153733, -118.593408",34.15373229980469,-118.5934066772461,Male,No,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.3,2272.8,No,0,72,5158,
5025-GOOKI,1,United States,California,San Geronimo,94963,"38.00474, -122.663717",38.00474166870117,-122.6637191772461,Female,No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.9,347.65,No,0,51,4277,
5027-QPKTE,1,United States,California,Modesto,95350,"37.671806, -121.007575",37.67180633544922,-121.00757598876953,Male,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,451.1,Yes,1,82,4292,Lack of affordable download/upload speed
5027-XWQHA,1,United States,California,Ukiah,95482,"39.134075, -123.23422",39.13407516479492,-123.23422241210938,Male,No,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,270.95,Yes,1,78,2087,Network reliability
5027-YOCXN,1,United States,California,Cardiff By The Sea,92007,"33.015866, -117.272254",33.015865325927734,-117.27225494384766,Male,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,No,0,56,5604,
5028-GZLDO,1,United States,California,Moraga,94556,"37.827946, -122.107185",37.827945709228516,-122.10718536376953,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.7,140.7,Yes,1,96,5317,Service dissatisfaction
5028-HTLJB,1,United States,California,New Cuyama,93254,"34.956577, -119.750142",34.95657730102539,-119.7501449584961,Male,Yes,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,Yes,1,91,3491,Attitude of support person
5032-MIYKT,1,United States,California,Weott,95571,"40.310119, -123.909449",40.31011962890625,-123.9094467163086,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.7,70.7,No,0,28,4056,
5032-USPKF,1,United States,California,Indio,92203,"33.752938, -116.230055",33.75293731689453,-116.23005676269531,Female,No,No,No,38,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),84.1,3187.65,No,0,78,2604,
5035-BVCXS,1,United States,California,Loyalton,96118,"39.637471, -120.226338",39.63747024536133,-120.2263412475586,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,No,0,70,4278,
5035-PGZXH,1,United States,California,Chico,95926,"39.745712, -121.84333",39.74571228027344,-121.84333038330078,Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,No,0,49,6161,
5038-ETMLM,1,United States,California,Sacramento,95823,"38.475465, -121.443625",38.4754638671875,-121.4436264038086,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,0,38,5411,
5039-LZRQT,1,United States,California,Mountain Center,92561,"33.638645, -116.55783",33.63864517211914,-116.55783081054688,Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,273.25,No,0,34,2953,
5043-TRZWM,1,United States,California,Los Angeles,90022,"34.02381, -118.156582",34.02381134033203,-118.15658569335938,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.55,75.55,No,0,34,3503,
5044-LRQAQ,1,United States,California,Ladera Ranch,92694,"33.569186, -117.640055",33.56918716430664,-117.64005279541016,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.2,477.55,No,0,73,2551,
5044-XDPYX,1,United States,California,Chico,95973,"39.903272, -121.843567",39.90327072143555,-121.84356689453125,Female,No,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,No,0,43,5447,
5046-NUHWD,1,United States,California,Hacienda Heights,91745,"33.998471, -117.973758",33.998470306396484,-117.9737548828125,Female,Yes,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.65,No,0,50,3094,
5047-LHVLY,1,United States,California,Los Angeles,90020,"34.066367, -118.309868",34.066368103027344,-118.30986785888672,Male,Yes,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.15,50.15,Yes,1,98,3438,Extra data charges
5049-GLYVG,1,United States,California,Badger,93603,"36.64545, -118.924982",36.645450592041016,-118.92498016357422,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,Yes,1,90,3618,Attitude of service provider
5049-MUBWG,1,United States,California,Carmel By The Sea,93921,"36.554618, -121.922239",36.55461883544922,-121.9222412109375,Male,No,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.0,1908.35,No,0,79,4705,
